artist;title;year;id;popularity;acousticness;danceability;energy;instrumentalness;mode;tempo;valence;duration_ms;preview_url;genre;language
Junior;Lady promise;1972;4vh8aJchZ8XQ7vW69w2QSp;0;0.693;0.507;0.351;0.553;1;;0.369;289613;https://p.scdn.co/mp3-preview/4eb42d3728d8df21a33075a664dbe766df711666?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Karina;En el amor;1972;5vxRgYXXaKrwS0rxpUzqED;1;0.237;0.471;0.409;0;1;;0.712;185493;https://p.scdn.co/mp3-preview/89797cfe0ad7b8318a6e68bdcf78933eff07490f?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Lone Star;Gente joven;1972;3bmoISGUkJC7qOOs7ETTnc;2;0.0957;0.242;0.795;0.00283;1;;0.224;262000;https://p.scdn.co/mp3-preview/58514fc3b63262d0aa58b9afde02316e058bcd96?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Lone Star;Máquina Infernal;1972;4CowrG3H6L1LjGqyc9pMr5;3;0.205;0.672;0.731;0.0435;1;;0.96;188738;https://p.scdn.co/mp3-preview/307ce485c81f164f6c7b17ea7f526a6ab7f2a703?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Ángeles;Evolución;1972;3HUnaym2YiAAfZS0KQZ8oP;0;0.194;0.679;0.671;0.000194;0;;0.777;167590;https://p.scdn.co/mp3-preview/29b86a807d3b7bc7afae46c9c646545f9a812644?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Diablos;¡Oh, Oh, July!;1972;2hciJfmb4YvYfOyQZ0IeHR;27;0.755;0.587;0.786;0;1;;0.661;176970;https://p.scdn.co/mp3-preview/2f25bc781b2eeee148429c531376a786a26e08b2?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Íberos;Mañana;1972;7nwASQxqLhGUxeMvRirM9k;3;0.156;0.641;0.779;0.000296;1;;0.862;212666;https://p.scdn.co/mp3-preview/7d352ffceb7038a85b7361f5d0d10169fb354d87?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Lobos;Ausencia;1972;3vTBSf15sy78GegX0CJpeF;1;0.215;0.468;0.368;0.000466;1;;0.37;295866;https://p.scdn.co/mp3-preview/ac088e3b1cd0b0d905b346dfdaf2fe4f5a7763fa?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Los Puntos;Magdalena;1972;3PazldbgT0jnBrmEKXt5p5;5;0.111;0.553;0.651;0;1;;0.955;181881;https://p.scdn.co/mp3-preview/586074d4f32a872bf90b42df8f5b0bd1b2e9e04a?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Tamara;De Santiago vengo;1972;4gdCLYcU0xO4DcOpNqfpHA;1;0.205;0.657;0.615;1.32e-06;1;;0.929;181333;https://p.scdn.co/mp3-preview/a27f3c94d28092705fbc55edd02ea670035a14ee?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Máquina!;Could That Time;1972;0wXu9PkhYAXMaXMJAKU8YA;3;0.00843;0.441;0.398;0.853;1;;0.682;254920;https://p.scdn.co/mp3-preview/b80d3c21b52492a2cbec9e9de9affc18fe6cd45b?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Massiel;Canción de la Moldavia;1972;6ozkSSrR5fu4IzEE0YXRkO;2;0.903;0.391;0.285;0;0;;0.277;234426;https://p.scdn.co/mp3-preview/f2103ce03c35d5d8e8b998a1fbc4b913ebe6db35?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Micky;El Chico De La Armonica;1972;5NcU43RQ2FK6k6q4D3hqIZ;18;0.515;0.667;0.369;0.000688;1;;0.49;333306;https://p.scdn.co/mp3-preview/411810e0bc5abd45422bc112f2f86f3f62dd4b51?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Ríos;Cantares;1972;4DRNqpmdZOe6V3ntBC9sEi;8;0.425;0.457;0.795;0.00523;1;;0.554;259453;https://p.scdn.co/mp3-preview/41dbac4f939950ff45921e225d35d7e105a160c1?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Miguel Ríos;Vuelvo a Granada;1972;7HOP3SpTKhKIGzaN7w94NC;16;0.365;0.437;0.903;6.62e-06;1;;0.526;219960;https://p.scdn.co/mp3-preview/893ae5d3a9eaa8bc91a3b57287b4026fa4c33745?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Módulos;No quiero pensar en ese amor;1972;5rFLH1jdAMtQ6C1kx1cxC5;14;0.103;0.243;0.47;0;1;;0.406;176000;https://p.scdn.co/mp3-preview/66b62c8b2a349cfa9c33e84c896c2e7e8823e628?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Nino Bravo;Noelia;1972;7xk7VDMvaw7wKrrqnQWwtq;33;0.709;0.244;0.613;1.92e-05;0;;0.494;188373;;Pop;Spanish
Nino Bravo;Libre;1972;2zC0ObgALavrI8pg23ggPR;33;0.676;0.35;0.608;0;1;;0.507;251133;;Pop;Spanish
Nino Bravo;Un beso y una flor;1972;2o2wbShVBEl7yCqizXEGUN;49;0.664;0.261;0.569;0;1;;0.436;274560;;Pop;Spanish
Rachel;Vuelvo a mi pueblo;1972;5nNg9HA34Xal4P4OUUZCQC;0;0.48;0.542;0.647;0;1;;0.915;235693;https://p.scdn.co/mp3-preview/2755def7872dc475303842cac0621d48f7c2e150?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Redbone;The witch queen of New Orleans;1972;6yXcmVKGjFofPWvW9ustQX;39;0.28;0.821;0.565;1.31e-06;0;;0.736;165160;https://p.scdn.co/mp3-preview/78ecf3df6508ede217d4327f98a9ea5c1207e93e?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Tony Christie;(Is This The Way To) Amarillo;1972;3FJ3wfXtlXhY4a11OnwXHf;47;0.0764;0.556;0.878;0;1;;0.62;190866;;Pop;English
Tony Landa;Una sencilla canción de amor;1972;64H5mogtL4KNYyDDWKucHV;14;0.567;0.347;0.548;0;0;;0.327;228733;https://p.scdn.co/mp3-preview/781ed283538bc7a9de96642ca7683d6b6a7bed7e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Albert Hammond;It Never Rains In Southern California;1973;6tunhVGD8C05MZNjSVIsjw;60;0.124;0.626;0.565;0;1;;0.924;233506;https://p.scdn.co/mp3-preview/4cd438ec83cb3b52762997ad7aec3cd861b845cf?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Ana María Drack;Dime que no es verdad;1973;6w7u8wus8aL2w0u198fsjl;0;0.744;0.339;0.293;1.17e-06;0;;0.43;212373;https://p.scdn.co/mp3-preview/f7e17b6be857a05c618d2dd0e71ae32ad783aed4?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Andrés do Barro;Me estoy volviendo loco;1973;1GxceJJE8fx5tYB3kcmEiz;11;0.466;0.411;0.325;0;1;;0.584;281971;https://p.scdn.co/mp3-preview/c0f841367d345b38c4f0ebd8041919833b35997b?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Andrés do Barro;Si vienes a San Simón;1973;0Pla6S8dvLboY0rJQ6kpnx;4;0.0133;0.441;0.695;4.78e-05;1;;0.637;214758;https://p.scdn.co/mp3-preview/d83f22624edbd79bf66dbbc0b3d9e0093fd38f57?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Arena Caliente;Nenita despreocupada;1973;4xmsxdC42xfi0Jk2mTeeCe;0;0.945;0.394;0.5;0;1;;0.402;196866;https://p.scdn.co/mp3-preview/82f8b618253b2fb44423f8fe063f6e2050b9c90e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Barrabás;Boogie rock;1973;1Mw6syNybKXohNz308wPrw;6;0.638;0.653;0.647;0.877;0;;0.536;184360;https://p.scdn.co/mp3-preview/75f473b1844b6f03addf684428c7f1e100066094?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Barrabás;Casanova;1973;2dkUH3ZjUnMP6gRA8fs7DJ;5;0.0969;0.714;0.757;0.306;0;;0.838;212880;https://p.scdn.co/mp3-preview/e25b060819f5085a8dca6a650d18cf0367c1ef5b?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Barrabás;Time to love;1973;57RKJbBONNXAeyUmsT2cqW;6;0.148;0.543;0.516;0.0372;0;;0.713;240560;https://p.scdn.co/mp3-preview/6bcab5b256353b90e04de2550ce3b3c680b5f0da?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Bruno Lomas;Be bop-a-lula;1973;37QYrxup1fP8AP52yEJBXb;12;0.00634;0.507;0.73;1.76e-06;1;;0.921;303420;https://p.scdn.co/mp3-preview/2b3ae9debe6e766fdec8bad3281022d524a15a52?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Camilo Sesto;Algo Mas;1973;5UH9Nzv4AxSEmzcCOxpOzn;36;0.487;0.403;0.846;2.8e-05;1;;0.755;199933;https://p.scdn.co/mp3-preview/a2e25def0240beb12d3e473d7eef788c2526fc02?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Camilo Sesto;Amor… Amar;1973;7q4mEwUErCsYFXy6AwTHSU;35;0.298;0.296;0.683;3.39e-05;0;;0.308;277733;https://p.scdn.co/mp3-preview/0ab32d2278d223380541c652b85b4bd54605c932?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Camilo Sesto;Callados;1973;10k3RAOXYP96FY4oyp1aQ4;47;0.654;0.462;0.62;0;1;;0.337;324586;https://p.scdn.co/mp3-preview/7b9a283a56e418de7f049df72222e95f79af75f2?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Cecilia;Andar;1973;7w89hhEmFSahhsam99G8nH;11;0.0968;0.665;0.754;2.38e-06;1;;0.611;253986;https://p.scdn.co/mp3-preview/e81a68faf7a8845dc2701a3e6975ba547afc3b72?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Cecilia;Canción de amor;1973;3VMyfsXFAZ4UxzmAGRxJHL;11;0.426;0.535;0.6;0;1;;0.525;186213;https://p.scdn.co/mp3-preview/0780de683da6d187a90c70e13ff8097da43a3758?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Cecilia;Mi ciudad;1973;3A4gkeoGW7rJsXJ13q5R2f;13;0.167;0.616;0.671;0;1;;0.78;181266;https://p.scdn.co/mp3-preview/f41acd3310032a35ac1cec69274a63f207091ae0?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Demis Roussos;Goodbye my love, goodbye;1973;5KjELa7f5djcNdBMre4Hfo;46;0.554;0.148;0.371;0;1;;0.311;238400;;Pop;English
Demis Roussos;Velvet mornings;1973;1JfL5XTo9bIeqiY8lG4hUb;31;0.171;0.512;0.571;0;1;;0.52;219666;;Pop;English
Emilio José;Soledad;1973;5LoMW3f0EIkWLkB2SQObSA;24;0.659;0.544;0.546;0;1;;0.677;242853;https://p.scdn.co/mp3-preview/b2f3a1d555cd068e5ec2c3b7630160250e3623a4?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Fórmula V;Eva Maria;1973;74ddotyiQqxfeeeVRdVpPk;38;0.521;0.645;0.752;0;1;;0.965;167560;;Pop;Spanish
Joan Manuel Serrat;Pare;1973;1IeG05SZZIy7NUf1UwQRAk;19;0.498;0.531;0.412;0;0;;0.374;219840;https://p.scdn.co/mp3-preview/b24dea64990baaf08671e8dda598c2335b0de43c?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
Juan Pardo;María Magdalena;1973;1l5scYSUC7eQCLeUuIb4UZ;11;0.327;0.416;0.681;0;1;;0.794;246253;https://p.scdn.co/mp3-preview/6a741381ae3ba905677c856bc376f71608094ef2?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Junior;Perdóname;1973;1FB8EFPnIe4HSkl8RxPI98;21;0.6;0.241;0.57;0.000242;0;;0.229;206680;https://p.scdn.co/mp3-preview/fea0a1c121be1c9fa4803f542725fd069c9c639f?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Las Grecas;Te estoy amando locamente;1973;5QfmCmdL4qnzqMz5Z0gvzV;42;0.284;0.621;0.755;0.00245;0;;0.937;191026;https://p.scdn.co/mp3-preview/09ef2e068136f8416cee99c64adc70c9aed04c80?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Lone Star;Canta conmigo rock and roll;1973;3prKtJWwLZp47Q99RqDbb9;0;7.61e-05;0.473;0.724;0.0365;1;;0.532;261173;https://p.scdn.co/mp3-preview/eee30386867aa16f2640ce2b03dcbcd01b22cf3d?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Lone Star;It's saturday night;1973;5tyX5AyNrvXWpP0v0aAXh7;1;1.79e-05;0.374;0.662;0.00618;0;;0.312;265430;https://p.scdn.co/mp3-preview/7245aa8a828c088a54cc2a481dcfc099c2806633?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Los Ángeles;Agua fresca;1973;5bOnwemSXW72ogODyVcLAc;1;0.208;0.464;0.706;0;0;;0.711;242173;https://p.scdn.co/mp3-preview/233ef18b1b6599121fcd79356b274a2b1c3e25b6?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Ángeles;Vente conmigo;1973;6p46nUc50wxsWorRyaskWg;1;0.0409;0.672;0.973;0.000193;1;;0.927;162853;https://p.scdn.co/mp3-preview/56c0e5496961c5fec27b2bc9acd0201f8e99bfd1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Mustang;El hombre estrella;1973;27JbNeY5DlrXyds79gO55A;1;0.137;0.537;0.734;0;1;;0.642;231093;https://p.scdn.co/mp3-preview/bea4e758224d87a0ef1d1079c83c5549cf420b75?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Pekenikes;Olé Alí;1973;1sw7woGLomAFnz32rnpea0;2;0.704;0.672;0.429;0.915;1;;0.627;146386;https://p.scdn.co/mp3-preview/6c832e21ab0a450163353d4c3be9d8317726d7cf?cid=516c2d970434462eb2b843d7317ab577;Pop;Instrumental
Los Puntos;Ana, vuelve a casa;1973;3R0guuJ6q8ChZv3yw9hbYW;8;0.186;0.561;0.678;0;1;;0.97;172000;;Pop;Spanish
Los Puntos;Cuando salga la luna;1973;7u1cu8PRCH92jcV8p7ynHv;0;0.0841;0.375;0.772;0;1;;0.896;119800;https://p.scdn.co/mp3-preview/c90284ee6d61d9c32dce77392d73321c15b4d642?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Puntos;Goodbye;1973;11u4X72pAchu9Bi9XEHXsx;12;0.0108;0.554;0.499;1.55e-06;1;;0.705;201333;;Pop;Spanish
Lynsey De Paul;Sugar Me;1973;3YyRYbYOpR3LrPUL1B41Mx;30;0.14;0.556;0.605;0.000309;0;;0.607;220133;https://p.scdn.co/mp3-preview/47816fa17441240c33a43b8b92c5fc9f4b6f20de?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Manolo Escobar;Y viva España;1973;4Q2vhlUXoWWzZQeKn7OreC;36;0.552;0.615;0.377;0;1;;0.876;216466;https://p.scdn.co/mp3-preview/e9086d9cfa4d6dde49b6b801490d1d139a0373f0?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Mari Trini;No;1973;5glmLWBDGlaHHjs9KOZH9d;23;0.0693;0.578;0.633;0;0;;0.729;152906;https://p.scdn.co/mp3-preview/4d22956bf03e38569554a395a2810a37157d3238?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Massiel;Corriendo, corriendo;1973;0fRSDWi0hMfJgQeNYYXwKo;0;0.578;0.46;0.51;0;1;;0.588;207386;https://p.scdn.co/mp3-preview/5d00821ee4c618bf27142bc7401ae6a166c52eb1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Ríos;Por si necesitas;1973;1jTU9NS4M935ngtFFOH5k5;0;0.203;0.36;0.67;0;1;;0.282;290186;https://p.scdn.co/mp3-preview/437df3fd40b76c023e434763da14b492570ae5b1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Mocedades;Eres Tu;1973;7bA0d6jzxTTWIBE8o7n41k;56;0.0372;0.421;0.61;0;1;;0.713;212400;https://p.scdn.co/mp3-preview/46cd1dbcd5e37270aee67d722299978e11cb23a9?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Nino Bravo;América, América;1973;6A8Ey8qoxERmXfHJlYy1of;40;0.529;0.401;0.648;0;0;;0.191;213626;;Pop;Spanish
Nino Bravo;Vuelve;1973;7iHvtubow2aU2aq5v8i46Z;10;0.777;0.349;0.538;0.00043;0;;0.309;205240;;Pop;Spanish
Nuestro Pequeño Mundo;Los campanilleros;1973;5pemG2WojiUrmnkp5cN5UP;13;0.587;0.346;0.452;1.17e-05;0;;0.228;197693;https://p.scdn.co/mp3-preview/af8e659b1ef284514924a507b37f19e6b4f5e41a?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Nuestro Pequeño Mundo;Mulher rendeira;1973;6balXvaShBuoS63bn8ACVO;4;0.0667;0.463;0.735;2.84e-05;1;;0.597;148666;https://p.scdn.co/mp3-preview/479870c94cfe89dd4c2fd02af0875e9508645b6c?cid=516c2d970434462eb2b843d7317ab577;Folk;Portuguese
Paco de Lucía;Entre Dos Aguas;1973;3Fgk17TfdjXWFroJy29pXH;48;0.933;0.458;0.657;0.878;0;;0.914;361866;;Flamenco;Instrumental
Raphael;Le llaman Jesús;1973;2zjKXo9wVvdTheNrmcyeuY;11;0.676;0.273;0.482;0.000483;1;;0.529;295973;https://p.scdn.co/mp3-preview/2b51ac89b0131618428215ee9ba7bf410ef828ff?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Roberto Carlos;El gato que esta triste y azul;1973;0X1XgxtHG9hULAw296CCgz;60;0.652;0.439;0.372;0;1;;0.602;232200;https://p.scdn.co/mp3-preview/bf54d6067b3cc6b606f23407913329b77e093df4?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Santabárbara;Charly;1973;5UQkeBzkvJXq2fMae4Qpcp;29;0.765;0.489;0.366;0;1;;0.485;201693;https://p.scdn.co/mp3-preview/eba6faff75fc697f0f86d89ea46b567cd9fb9c49?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Santabárbara;Recuerdo de mi niñez;1973;7gxjJ3BjrjERRyaA3prgjD;8;0.548;0.498;0.426;0;1;;0.559;222000;https://p.scdn.co/mp3-preview/d494c82777481f8531656e83db90109691a34a29?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Solera;Noche tras noche;1973;2Z7hwnpqN3ahmXML6lUdoY;18;0.115;0.526;0.597;1.48e-06;0;;0.963;175720;https://p.scdn.co/mp3-preview/6d774ab9664d5265008cb3d28191e0bb7c3cf7c0?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Suzi Quatro;Can The Can;1973;6K0kK40E7PA2i9LsGmVCfK;45;0.017;0.646;0.831;0.91;0;;0.593;214400;https://p.scdn.co/mp3-preview/0c597865a104a3ed738b390c3108c647201d3529?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Vino Tinto;Pueblos, hombres;1973;2UYHnFR65axRn90SxdxwPm;0;0.276;0.384;0.704;0;1;;0.652;239053;https://p.scdn.co/mp3-preview/c8717dd22e5b8831b09ace316a48630fd969927f?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Wings;Hi, Hi, Hi;1973;089iEPKibRcnmJEGlC9Xsu;28;0.0156;0.539;0.656;3.49e-06;0;;0.783;188173;;Rock;English
Barrabás;Hi Jack;1974;2r4r5xpCQwcncpGvgpu754;11;0.0417;0.721;0.581;0.261;0;;0.768;346213;https://p.scdn.co/mp3-preview/71ec3ea61fa24b0b2927d0827cf23f2fb6cbac14?cid=516c2d970434462eb2b843d7317ab577;Funk;English
Camilo Sesto;¿Quieres Ser Mi Amante?;1974;1Y7q2zwCBjt9zgIHZ0Ku7J;62;0.792;0.409;0.574;1.28e-06;0;;0.55;249666;https://p.scdn.co/mp3-preview/c4df50044343d7314d42427e9d9582dc0975c6d6?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Camilo Sesto;Ayudadme;1974;4RDEeNEdZBmDst0JRSbcCY;38;0.68;0.292;0.487;0;1;;0.399;262266;https://p.scdn.co/mp3-preview/9695e1ed4bd7a281efe29b01c9e9923f856a86b1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Cánovas, Rodrigo, Adolfo y Guzmán;Señora azul;1974;1LXgrJqOEyLFTEsEjjfLMF;31;0.521;0.688;0.709;1.2e-06;1;;0.699;229946;https://p.scdn.co/mp3-preview/a75864c06721f5159898960c81fac3d4eb4eca68?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Cecilia;Un ramito de violetas;1974;6bEep0TL9On222hdpcsCcH;48;0.937;0.329;0.227;2.65e-05;0;;0.319;252666;https://p.scdn.co/mp3-preview/941d7159195327d52f3f03aae85ab0ecb6789ffe?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Conexión;As the universe;1974;059w4ivVOtgHV6KpI5NZqZ;0;0.0031;0.411;0.867;0.0131;0;;0.606;256973;https://p.scdn.co/mp3-preview/091615ab2dd0d3025a8661ea13fb1c59d08617b9?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Demis Roussos;Someday somewhere;1974;6aWUyVVgf6TBX7dpv4kTXl;21;0.515;0.45;0.565;2.55e-06;1;;0.679;186533;;Chanson;English
George McCrae;Rock Your Baby;1974;1lmfsSEuxU4PpT739Kihno;57;0.313;0.594;0.771;0.00474;0;;0.953;200866;https://p.scdn.co/mp3-preview/8653649d4111862a532ed392379b5e4b0ff56c62?cid=516c2d970434462eb2b843d7317ab577;Disco;English
Jeanette;Porque te vas;1974;3CrUlXihoGLoyfWQbgcOBF;49;0.187;0.684;0.494;9.73e-06;0;;0.956;204053;;Pop;Spanish
Joan Manuel Serrat;Canción Infantil;1974;5XkbClBWKSFtlscY96hxh0;21;0.832;0.51;0.427;0;1;;0.754;238733;https://p.scdn.co/mp3-preview/cfc312dce9cbe67563296fffddbecde98a77c089?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Juan Bau;La Estrella De David;1974;5FA5mUgKgBMX2TJVz1KejN;30;0.57;0.59;0.715;0;1;;0.554;171173;https://p.scdn.co/mp3-preview/b68cbf270324a5ddb0ea1af047d4ab8f9c73f65d?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Juan Camacho;A Ti Mujer;1974;2NPeWgmD4yZuGZOfVTEgYE;18;0.619;0.395;0.399;0;1;;0.34;226933;https://p.scdn.co/mp3-preview/94aa862582e06cc6ed78b864b73597bcca1a0738?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Juan Camacho;Llámame;1974;1dYOs10depm2whgZ6TrlHb;2;0.282;0.192;0.59;4.79e-05;1;;0.212;243026;https://p.scdn.co/mp3-preview/f8cf34c4a32db4319417b1f14277095fd3ea28b4?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Juan Camacho;Mía;1974;4FyPGS47j9Po9wXLnMXr1k;7;0.434;0.283;0.396;0;1;;0.433;174826;https://p.scdn.co/mp3-preview/eddb9bbf90aa22344dc1818ccc782b728929b148?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Junior;Oscuridad;1974;4MDnkVlXTtMHalSppIDL4K;4;0.332;0.201;0.482;0.00201;1;;0.199;181173;https://p.scdn.co/mp3-preview/c8854b4e532ebe0c101870bf2a1eeb52c1cdd41a?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Karina;Luna blanca;1974;0ki0kKAZ108ipy0pi8D2vs;10;0.671;0.612;0.529;0.0011;1;;0.559;276333;https://p.scdn.co/mp3-preview/0bd20a89f1d2521da248336147568365d5d4ed34?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Karina;Oh, Carol!;1974;1mHIi1crNYWMC88PJ4h7JZ;1;0.0687;0.476;0.823;5.19e-06;1;;0.846;217813;https://p.scdn.co/mp3-preview/3dfb14bdd66329db7a4123555412084c704ac7e7?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Karina;Un niño;1974;7Ep0wQMFjNchxfZ4BQCFyJ;0;0.365;0.495;0.618;0;0;;0.778;211506;https://p.scdn.co/mp3-preview/ebdeeedd2719ee325d82027a59890a539b94254f?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Laredo;La Nina de Guatemala;1974;2a8yuC6En7996Rsv7msvEn;1;0.683;0.289;0.321;0.432;0;;0.257;227680;https://p.scdn.co/mp3-preview/0152b630037fffb4712a435d677da3d630aeecc9?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Las Grecas;Orgullo;1974;0UdjNJcpqV0bRuc4BynAlY;0;0.302;0.404;0.742;6.71e-06;0;;0.801;202240;https://p.scdn.co/mp3-preview/b2eb867d89936c14c612079bf1799df958c14457?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Lone Star;Pobre pescador;1974;4Q5BEmoIqF1rJkKGjVDswl;0;0.179;0.393;0.431;0;1;;0.31;237200;https://p.scdn.co/mp3-preview/4ec4c0dfe0c64da146fbcd5634a1391118fd03cd?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Lorenzo Santamaría;Blue jeans;1974;3Yb58JVFqx0FWzYOcIPDSx;7;0.0946;0.364;0.916;0;1;;0.545;226066;https://p.scdn.co/mp3-preview/5f15d35377a3c507bf5b054241284d88307e1196?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Albas;A la orilla del mar;1974;2EtvUoUvRX2pwQMz0OXUSx;4;0.115;0.758;0.645;0;1;;0.981;182200;https://p.scdn.co/mp3-preview/2c3ac27dcab7f398b1f216a97ca458061e8a17cd?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Diablos;Acalorado;1974;7w9XCYCA5U74FHeP7kMcNQ;35;0.463;0.669;0.759;0.000466;1;;0.646;189000;https://p.scdn.co/mp3-preview/bdbd169f6d19b264fb1d649cee3e67bd02800a67?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
